Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2018,15249790,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,1,4,NISSA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1N4AL21EX8C171825
2018,15249795,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,6,NISSA,HUMAN,Unknown,HUMAN,Unsafe Speed,Not Applicable,JN8AZ1MW2BW173635
2018,15249794,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,2,6,AUDI,HUMAN,Unknown,HUMAN,Unknown,Not Applicable,WAUGGAFC6DN115354
2018,15249798,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,1,4,MINI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WMZYT5C30H3B66903
2018,15249797,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,2,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1HGCM561X3A024806
2018,15249802,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2017,NY,1,8,ME/BE,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,WDDLJ9BB2HA193759
2018,15249801,PICKUP TRUCK,AGRICULTURAL TRUCK,Stopped in Traffic,Not Entered,South,Gas,2013,NY,1,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FD7X2B68DEA17219
2018,15249804,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,4,HONDA,ENVMT,Pavement Slippery,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",19XFB2F89CE315856
2018,15249803,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,1,4,SATUR,ENVMT,Pavement Slippery,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",1G8AL58F07Z136257
2018,15249807,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,AUDI,HUMAN,Not Applicable,ENVMT,Pavement Slippery,"Building/Wall, Collision With Fixed Object",WA1LFAFP9EA128819
2018,15249812,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,2010,NY,1,4,HONDA,HUMAN,Driver Inattention/Distraction*,HUMAN,Turning Improperly,Not Applicable,2HGFA1F50AH500545
2018,15249813,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2010,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J4PR4GK9AC126015
2018,15249815,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2015,NY,0,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3N1AB7AP6FY246149
2018,15249816,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2007,NY,0,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTDBT923971168025
2018,15249814,SUBURBAN,PASSENGER OR SUBURBAN,Entering Parked Position,Not Entered,South,Gas,2015,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,"Other Motor Vehicle, Collision With",JF2SJAHC0FH550238
2018,15249818,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPDH4AE0BH055114
2018,15249833,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2000,NY,1,6,HONDA,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1HGCG1650YA050650
2018,15249837,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2012,NY,4,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G1ZB5E07CF230944
2018,15249836,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2007,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1FMDK05117GA41814
2018,15249840,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2001,NY,1,6,ME/BE,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,WDBRF61J11F054954
2018,15249839,CONVERTIBLE,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,1999,NY,0,4,SAAB,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,YS3DD75N7X7053131
2018,15249843,PICKUP TRUCK,POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,10,FORD,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1FTWW31Y69EA32207
2018,15249844,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2013,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5XXGN4A77DG249483
2018,15249848,PICKUP TRUCK,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2006,NY,2,5,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1GCCS196168249986
2018,15249849,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2014,NY,2,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KM8JTCAFXEU872732
2018,15249854,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2005,NY,2,6,SATUR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,5GZCZ63445S836490
2018,15249856,SUBURBAN,POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,8,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GNSK2E00BR326572
2018,15249860,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southwest,Gas,2008,NY,2,4,CHEVR,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,1G1ZH57B484212028
2018,15249861,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,Southwest,Gas,2009,NY,2,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHDU46D19U710582
2018,15249873,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2015,NY,2,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDZK3DCXFS558936
2018,15249877,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,5,VOLVO,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,YV1RS592852483276
2018,15249883,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2015,NY,2,6,HONDA,HUMAN,Reaction to Other Uninvolved Vehicle,ENVMT,Pavement Slippery,Not Applicable,5FNYF4H33FB059707
2018,15249889,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2017,NY,0,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",1FADP3F26HL293734
2018,15249887,SUBURBAN,ORGANIZATIONAL,Backing,Not Entered,South,Gas,2015,NY,1,4,TOYOT,VEHICLE,Other*,ENVMT,Pavement Slippery,"Other Motor Vehicle, Collision With",JTMDFREV5FD153452
2018,15249888,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2007,NY,0,6,MERCU,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1MEHM42147G601450
2018,15249891,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,4,TOYOT,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,2T1BR32E65C457501
2018,15249892,DUMP,AGRICULTURAL TRUCK,Going Straight Ahead,Not Entered,Northwest,Gas,2012,NY,1,10,FORD,VEHICLE,Oversized Vehicle,ENVMT,Pavement Slippery,Not Applicable,1FDUF4HY6CEA33332
2018,15249893,VAN TRUCK,AGRICULTURAL TRUCK,Parked,Not Entered,South,Gas,2014,NY,0,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FTNE1EW6EDB05300
2018,15249896,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2003,NY,1,6,TOYOT,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,4T3ZF13C33U526091
2018,15249897,VAN TRUCK,COMMERCIAL,Slowing or Stopping,Not Entered,East,Diesel,2012,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WD3PE7CC4C5622813
2018,15249901,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Northeast,Gas,2014,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,5NPEB4ACXEH941272
2018,15249900,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,Northeast,Gas,2013,NY,2,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDBK3EHXDS216072
2018,15249903,TRACTOR,TRACTOR - REGULAR,Going Straight Ahead,Not Entered,North,Diesel,2016,NY,1,6,MACK,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1M1AX07Y4GM032089
2018,15249904,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1999,NY,1,6,FORD,HUMAN,Passing or Lane Usage Improper,HUMAN,Traffic Control Device Disregarded,Not Applicable,1FMZU34E9XZA14421
2018,15249906,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2013,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPDH4AE1DH313174
2018,15249908,PICKUP TRUCK,COMMERCIAL,Backing,Not Entered,West,Gas,2010,NY,1,8,DODGE,HUMAN,Backing Unsafely,HUMAN,Failure to Yield Right-of-Way,Not Applicable,3D7LT2ET8AG113331
2018,15249913,SUBURBAN,OMNIBUS - LIVERY,Going Straight Ahead,Not Entered,North,Gas,2016,NY,1,6,DODGE,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,2C4RDGBG1GR196528
2018,15249915,PICKUP TRUCK,COMMERCIAL,Backing,Not Entered,South,Gas,2014,NY,1,8,FORD,HUMAN,Driver Inattention/Distraction*,ENVMT,Pavement Slippery,Not Applicable,1FT8X3B67EEB39831
2018,15249914,DUMP,AGRICULTURAL TRUCK,Parked,Not Entered,West,Diesel,2003,NY,0,6,MACK,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1M2K195C63M022381
2018,15249918,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2014,NY,1,4,BMW,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5UXWX9C53E0D27048
2018,15249917,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2011,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL2AP3BN405896
2018,15249916,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,5,VOLKS,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,3VWRZ71K09M124685
2018,15249921,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Police Pursuit,Not Entered,North,Gas,2005,NY,1,6,PONTI,HUMAN,Traffic Control Device Disregarded,HUMAN,Unsafe Speed,"Fence, Collision With Fixed Object",1G2HX52K15U246330
2018,15249923,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2017,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4BJWFG1HL649376
2018,15249922,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2005,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,KNAFE162055099288
2018,15249932,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2002,NY,1,4,SATUR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G8ZP12862Z191184
2018,15249937,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2007,NY,3,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J8GR48K27C646661
2018,15249936,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,4,CHEVR,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,2CNFLCEW9A6225778
2018,15249941,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2002,NY,1,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FMZU72E12UC12488
2018,15249940,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G1AL58F487327241
2018,15249942,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2012,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1G1PC5SH9C7144379
2018,15249943,SUBURBAN,SCHOOL CAR,Going Straight Ahead,Not Entered,East,Gas,2015,NY,4,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FDEE3FL7FDA35240
2018,15249945,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1998,NY,5,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FTZX186XWNA48666
2018,15249944,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2007,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,4T1BB46K97U015937
2018,15249946,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2015,NY,1,4,CHRYS,HUMAN,Not Applicable,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",1C3CCCAB3FN709396
2018,15249954,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2005,NY,2,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J4GR48K35C516984
2018,15249953,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2011,NY,2,5,VOLKS,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,3VWDZ7AJ8BM321028
2018,15249961,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2012,NY,2,4,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUBFAFL8CN002131
2018,15249960,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2013,NY,1,6,ME/BE,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,WDDGF8AB4DR268617
2018,15249962,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2000,NY,2,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Light Support/Utility Pole, Collision With Fixed Object",JHMCG6687YC031036
2018,15249965,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,4,NISSA,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,JN8AS58VX9W169811
2018,15249966,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2012,NY,2,6,TOYOT,ENVMT,Pavement Slippery,ENVMT,View Obstructed/Limited,Not Applicable,JTEBU5JR6C5095447
2018,15249969,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2011,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPEB4AC8BH191270
2018,15249968,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2003,NY,1,4,HYUND,HUMAN,Following Too Closely,ENVMT,Glare,Not Applicable,KMHWF25S33A769424
2018,15249981,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,JHMCP26789C017728
2018,15249983,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2006,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Unknown,Not Applicable,5NPEU46C56H062606
2018,15249982,DUMP,AGRICULTURAL TRUCK,Going Straight Ahead,Not Entered,West,Diesel,2007,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,3FRNF75E97V448839
2018,15249986,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2003,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,2G1WH52K639315032
2018,15249988,DUMP,COMMERCIAL,Stopped in Traffic,Not Entered,East,Diesel,2016,NY,1,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FDUF5HT1GEC37858
2018,15249987,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2017,NY,1,4,MINI,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,WMWXP5C58H2D71132
2018,15249989,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2004,NY,1,6,CHEVR,HUMAN,Prescription Medication,HUMAN,Failure to Keep Right,Not Applicable,2G1WF52E649180295
2018,15249990,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,West,Gas,2004,NY,0,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3N1CB51D94L860903
2018,15249996,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,1999,NY,1,4,TOYOT,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2T1BR12E7XC177318
2018,15249997,PICKUP TRUCK,PASSENGER OR SUBURBAN,Parked,Not Entered,Southeast,Gas,2000,NY,0,4,GMC,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GTCS1954Y8286430
2018,15250003,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,6,JEEP,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1J8GN28K38W174695
2018,15250015,CONVERTIBLE,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2005,NY,1,6,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C3EL55RX5N556705
2018,15250017,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,6,NISSA,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,5N1AN0NW8EN813532
2018,15250019,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2006,NY,1,4,SUBAR,HUMAN,Not Applicable,VEHICLE,Brakes Defective,Not Applicable,4S4BP61C167321279
2018,15250022,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KM8NU73CX9U079087
2018,15250021,VAN TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,West,Gas,2012,NY,1,6,DODGE,HUMAN,Failure to Keep Right,ENVMT,Pavement Slippery,Not Applicable,2C4JDGAG3CR404918
2018,15250023,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,8,FORD,ENVMT,Pavement Slippery,ENVMT,Pavement Slippery,Not Applicable,1FTFX1EF3EFC82146
2018,15250028,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2009,NY,1,6,KIA,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,KNDJF723197638166
2018,15250034,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,1,6,SATUR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1G8ZS57N47F210439
2018,15250032,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,2,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JF1GE61698H501901
2018,15250033,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2009,NY,2,6,FORD,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,3FAHP08139R108529
2018,15250037,VAN TRUCK,AMBULANCE,Parked,Not Entered,North,Diesel,2012,NY,3,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GBZGUCL4C1180361
2018,15250036,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,4,SATUR,HUMAN,Driver Inexperience*,ENVMT,Pavement Slippery,Not Applicable,1G8JU54F32Y581366
2018,15250040,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2006,NY,1,8,FORD,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,1FTPW14506KD29884
2018,15250039,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2015,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,"Other Motor Vehicle, Collision With",1FM5K8D87FGB08643
2018,15250038,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2013,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1FADP3F20DL218604
2018,15250056,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,2,4,SUBAR,HUMAN,Driver Inattention/Distraction*,HUMAN,Driver Inexperience*,Not Applicable,4S4BRBMC1E3303451
2018,15250055,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2004,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5FNRL18514B113676
2018,15250057,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,JTDKN3DU2C5466514
2018,15250065,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2005,NY,3,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHFU45E15A386130
2018,15250064,SUBURBAN,COMMERCIAL,Making Left Turn,Not Entered,West,Gas,2015,NY,1,8,FORD,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1FDRF3H67FED32458
2018,15250079,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2012,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3FAHP0HA9CR299901
2018,15250078,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2008,NY,1,4,DODGE,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,1B3HB48B48D754079
2018,15250081,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,3,6,CHRYS,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,2C4RC1CG5ER280248
2018,15250080,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2011,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5J6RE4H47BL030602
2018,15250085,VAN TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,South,Gas,2010,NY,1,8,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FTNE1EW4ADA91861
2018,15250088,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,2006,NY,2,6,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Entered,5TDZA23C66S572122
2018,15250094,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2007,NY,1,8,DODGE,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,Not Applicable,2B3KA53H17H891346
2018,15250095,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPDH4AE9GH667674
2018,15250106,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2006,NY,0,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G1ZS51F96F191000
2018,15250105,PICKUP TRUCK,PASSENGER OR SUBURBAN,Backing,Not Entered,North,Gas,2008,NY,1,5,CHEVR,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1GCDT33E888190001
2018,15250107,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,2,4,BUICK,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G4PP5SK6D4162716
